ville;code_commune;nom_commune;zone;annee;type_local;prix_m2_median;nb_ventes
Nice;06033;Carros;peripherie;2022;Maison;;22
Nice;06033;Carros;peripherie;2023;Appartement;3770.0;81
Nice;06033;Carros;peripherie;2023;Maison;;26
Nice;06033;Carros;peripherie;2024;Appartement;3600.0;75
Nice;06033;Carros;peripherie;2024;Maison;;20
Nice;06033;Carros;peripherie;2025;Appartement;3368.0;102
Nice;06033;Carros;peripherie;2025;Maison;;28
Nice;06034;Castagniers;peripherie;2021;Maison;;6
Nice;06034;Castagniers;peripherie;2022;Appartement;;2
Nice;06034;Castagniers;peripherie;2022;Maison;;3
Nice;06034;Castagniers;peripherie;2023;Appartement;;2
Nice;06034;Castagniers;peripherie;2023;Maison;;2
Nice;06034;Castagniers;peripherie;2024;Appartement;;2
Nice;06034;Castagniers;peripherie;2024;Maison;;3
Nice;06034;Castagniers;peripherie;2025;Appartement;;2
Nice;06034;Castagniers;peripherie;2025;Maison;;8
Nice;06039;Châteauneuf-Villevieille;peripherie;2021;Appartement;;1
Nice;06039;Châteauneuf-Villevieille;peripherie;2021;Maison;;2
Nice;06039;Châteauneuf-Villevieille;peripherie;2022;Appartement;;2
Nice;06039;Châteauneuf-Villevieille;peripherie;2022;Maison;;2
Nice;06039;Châteauneuf-Villevieille;peripherie;2023;Maison;;1
Nice;06039;Châteauneuf-Villevieille;peripherie;2024;Appartement;;2
Nice;06039;Châteauneuf-Villevieille;peripherie;2024;Maison;;6
Nice;06039;Châteauneuf-Villevieille;peripherie;2025;Appartement;;3
Nice;06039;Châteauneuf-Villevieille;peripherie;2025;Maison;;7
Nice;06042;Clans;peripherie;2021;Appartement;;2
Nice;06042;Clans;peripherie;2021;Maison;;12
Nice;06042;Clans;peripherie;2022;Appartement;;1
Nice;06042;Clans;peripherie;2022;Maison;;7
Nice;06042;Clans;peripherie;2023;Appartement;;2
Nice;06042;Clans;peripherie;2023;Maison;;5
Nice;06042;Clans;peripherie;2024;Appartement;;3
Nice;06042;Clans;peripherie;2024;Maison;;6
Nice;06042;Clans;peripherie;2025;Appartement;;3
Nice;06042;Clans;peripherie;2025;Maison;;9
Nice;06046;Colomars;peripherie;2021;Appartement;;5
Nice;06046;Colomars;peripherie;2021;Maison;;15
Nice;06046;Colomars;peripherie;2022;Appartement;;10
Nice;06046;Colomars;peripherie;2022;Maison;;11
Nice;06046;Colomars;peripherie;2023;Appartement;;4
Nice;06046;Colomars;peripherie;2023;Maison;;9
Nice;06046;Colomars;peripherie;2024;Appartement;;2
Nice;06046;Colomars;peripherie;2024;Maison;;7
Nice;06046;Colomars;peripherie;2025;Appartement;;6
Nice;06046;Colomars;peripherie;2025;Maison;;10
Nice;06054;Drap;peripherie;2021;Appartement;;28
Nice;06054;Drap;peripherie;2021;Maison;;18
Nice;06054;Drap;peripherie;2022;Appartement;;21
Nice;06054;Drap;peripherie;2022;Maison;;15
Nice;06054;Drap;peripherie;2023;Appartement;;19
Nice;06054;Drap;peripherie;2023;Maison;;12
Nice;06054;Drap;peripherie;2024;Appartement;;16
Nice;06054;Drap;peripherie;2024;Maison;;7
Nice;06054;Drap;peripherie;2025;Appartement;3088.0;34
Nice;06054;Drap;peripherie;2025;Maison;;8
Nice;06055;Duranus;peripherie;2021;Maison;;3
Nice;06055;Duranus;peripherie;2022;Appartement;;1
Nice;06055;Duranus;peripherie;2022;Maison;;1
Nice;06055;Duranus;peripherie;2023;Appartement;;1
Nice;06055;Duranus;peripherie;2024;Appartement;;3
Nice;06055;Duranus;peripherie;2024;Maison;;1
Nice;06055;Duranus;peripherie;2025;Maison;;1
Nice;06059;Èze;peripherie;2021;Appartement;;25
Nice;06059;Èze;peripherie;2021;Maison;;16
Nice;06059;Èze;peripherie;2022;Appartement;7050.0;44
Nice;06059;Èze;peripherie;2022;Maison;;29
Nice;06059;Èze;peripherie;2023;Appartement;7500.0;31
Nice;06059;Èze;peripherie;2023;Maison;;20
Nice;06059;Èze;peripherie;2024;Appartement;6971.0;35
Nice;06059;Èze;peripherie;2024;Maison;;9
Nice;06059;Èze;peripherie;2025;Appartement;;29
Nice;06059;Èze;peripherie;2025;Maison;;23
Nice;06060;Falicon;peripherie;2021;Appartement;;5
Nice;06060;Falicon;peripherie;2021;Maison;;12
Nice;06060;Falicon;peripherie;2022;Maison;;10
Nice;06060;Falicon;peripherie;2023;Appartement;;1
Nice;06060;Falicon;peripherie;2023;Maison;;5
Nice;06060;Falicon;peripherie;2024;Appartement;;4
Nice;06060;Falicon;peripherie;2024;Maison;;9
Nice;06060;Falicon;peripherie;2025;Appartement;;4
Nice;06060;Falicon;peripherie;2025;Maison;;5
Nice;06064;Gattières;peripherie;2021;Appartement;;11
Nice;06064;Gattières;peripherie;2021;Maison;;24
Nice;06064;Gattières;peripherie;2022;Appartement;;23
Nice;06064;Gattières;peripherie;2022;Maison;;16
Nice;06064;Gattières;peripherie;2023;Appartement;;3
Nice;06064;Gattières;peripherie;2023;Maison;;21
Nice;06064;Gattières;peripherie;2024;Appartement;;6
Nice;06064;Gattières;peripherie;2024;Maison;;19
Nice;06064;Gattières;peripherie;2025;Appartement;;14
Nice;06064;Gattières;peripherie;2025;Maison;;11
Nice;06065;La Gaude;peripherie;2021;Appartement;;12
Nice;06065;La Gaude;peripherie;2021;Maison;;26
Nice;06065;La Gaude;peripherie;2022;Appartement;;18
Nice;06065;La Gaude;peripherie;2022;Maison;5059.0;33
Nice;06065;La Gaude;peripherie;2023;Appartement;;9
Nice;06065;La Gaude;peripherie;2023;Maison;;20
Nice;06065;La Gaude;peripherie;2024;Appartement;;5
Nice;06065;La Gaude;peripherie;2024;Maison;;19
Nice;06065;La Gaude;peripherie;2025;Appartement;;12
Nice;06065;La Gaude;peripherie;2025;Maison;;26
Nice;06066;Gilette;peripherie;2021;Appartement;;5
Nice;06066;Gilette;peripherie;2021;Maison;;11
Nice;06066;Gilette;peripherie;2022;Appartement;;9
Nice;06066;Gilette;peripherie;2022;Maison;;7
Nice;06066;Gilette;peripherie;2023;Appartement;;7
Nice;06066;Gilette;peripherie;2023;Maison;;8
Nice;06066;Gilette;peripherie;2024;Appartement;;7
Nice;06066;Gilette;peripherie;2024;Maison;;9
Nice;06066;Gilette;peripherie;2025;Appartement;;3
Nice;06066;Gilette;peripherie;2025;Maison;;8
Nice;06072;Ilonse;peripherie;2021;Maison;;1
Nice;06072;Ilonse;peripherie;2023;Maison;;2
Nice;06072;Ilonse;peripherie;2024;Maison;;2
Nice;06072;Ilonse;peripherie;2025;Appartement;;1
Nice;06072;Ilonse;peripherie;2025;Maison;;2
Nice;06073;Isola;peripherie;2021;Appartement;3716.0;126
Nice;06073;Isola;peripherie;2021;Maison;;9
Nice;06073;Isola;peripherie;2022;Appartement;4416.0;111
Nice;06073;Isola;peripherie;2022;Maison;;6
Nice;06073;Isola;peripherie;2023;Appartement;4449.0;106
Nice;06073;Isola;peripherie;2023;Maison;;3
Nice;06073;Isola;peripherie;2024;Appartement;4545.0;100
Nice;06073;Isola;peripherie;2024;Maison;;10
Nice;06073;Isola;peripherie;2025;Appartement;5073.0;93
Nice;06073;Isola;peripherie;2025;Maison;;5
Nice;06074;Lantosque;peripherie;2021;Appartement;;5
Nice;06074;Lantosque;peripherie;2021;Maison;;10
Nice;06074;Lantosque;peripherie;2022;Appartement;;12
Nice;06074;Lantosque;peripherie;2022;Maison;;9
Nice;06074;Lantosque;peripherie;2023;Appartement;;11
Nice;06074;Lantosque;peripherie;2023;Maison;;10
Nice;06074;Lantosque;peripherie;2024;Appartement;;14
Nice;06074;Lantosque;peripherie;2024;Maison;;13
Nice;06074;Lantosque;peripherie;2025;Appartement;;7
Nice;06074;Lantosque;peripherie;2025;Maison;;7
Nice;06075;Levens;peripherie;2021;Appartement;;17
Nice;06075;Levens;peripherie;2021;Maison;3849.0;36
Nice;06075;Levens;peripherie;2022;Appartement;;21
Nice;06075;Levens;peripherie;2022;Maison;3864.0;34
Nice;06075;Levens;peripherie;2023;Appartement;;11
Nice;06075;Levens;peripherie;2023;Maison;;21
Nice;06075;Levens;peripherie;2024;Appartement;;12
Nice;06075;Levens;peripherie;2024;Maison;4326.0;30
Nice;06075;Levens;peripherie;2025;Appartement;;16
Nice;06075;Levens;peripherie;2025;Maison;3955.0;36
Nice;06080;Marie;peripherie;2021;Appartement;;1
Nice;06080;Marie;peripherie;2022;Maison;;1
Nice;06080;Marie;peripherie;2023;Maison;;1
Nice;06080;Marie;peripherie;2024;Appartement;;1
Nice;06080;Marie;peripherie;2025;Maison;;1
Nice;06088;Nice;centre;2021;Appartement;4241.0;8201
Nice;06088;Nice;centre;2021;Maison;5566.0;304
Nice;06088;Nice;centre;2022;Appartement;4474.0;8961
Nice;06088;Nice;centre;2022;Maison;6192.0;277
Nice;06088;Nice;centre;2023;Appartement;4688.0;7232
Nice;06088;Nice;centre;2023;Maison;6437.0;175
Nice;06088;Nice;centre;2024;Appartement;4741.0;6369
Nice;06088;Nice;centre;2024;Maison;6287.0;214
Nice;06088;Nice;centre;2025;Appartement;4853.0;7299
Nice;06088;Nice;centre;2025;Maison;6449.0;214
Nice;06102;Rimplas;peripherie;2021;Appartement;;2
Nice;06102;Rimplas;peripherie;2021;Maison;;2
Nice;06102;Rimplas;peripherie;2022;Appartement;;2
Nice;06102;Rimplas;peripherie;2022;Maison;;3
Nice;06102;Rimplas;peripherie;2023;Maison;;1
Nice;06102;Rimplas;peripherie;2024;Maison;;4
Nice;06102;Rimplas;peripherie;2025;Appartement;;1
Nice;06102;Rimplas;peripherie;2025;Maison;;1
Nice;06103;Roquebillière;peripherie;2021;Appartement;;19
Nice;06103;Roquebillière;peripherie;2021;Maison;;10
Nice;06103;Roquebillière;peripherie;2022;Appartement;;21
Nice;06103;Roquebillière;peripherie;2022;Maison;;8
Nice;06103;Roquebillière;peripherie;2023;Appartement;;8
Nice;06103;Roquebillière;peripherie;2023;Maison;;9
Nice;06103;Roquebillière;peripherie;2024;Appartement;;12
Nice;06103;Roquebillière;peripherie;2024;Maison;;7
Nice;06103;Roquebillière;peripherie;2025;Appartement;;12
Nice;06103;Roquebillière;peripherie;2025;Maison;;5
Nice;06109;La Roquette-sur-Var;peripherie;2021;Appartement;;7
Nice;06109;La Roquette-sur-Var;peripherie;2021;Maison;;4
Nice;06109;La Roquette-sur-Var;peripherie;2022;Appartement;;4
Nice;06109;La Roquette-sur-Var;peripherie;2022;Maison;;2
Nice;06109;La Roquette-sur-Var;peripherie;2023;Appartement;;4
Nice;06109;La Roquette-sur-Var;peripherie;2023;Maison;;6
Nice;06109;La Roquette-sur-Var;peripherie;2024;Appartement;;2
Nice;06109;La Roquette-sur-Var;peripherie;2024;Maison;;4
Nice;06109;La Roquette-sur-Var;peripherie;2025;Appartement;;4
Nice;06109;La Roquette-sur-Var;peripherie;2025;Maison;;2
Nice;06110;Roubion;peripherie;2021;Appartement;;1
Nice;06110;Roubion;peripherie;2021;Maison;;7
Nice;06110;Roubion;peripherie;2022;Appartement;;3
Nice;06110;Roubion;peripherie;2022;Maison;;11
Nice;06110;Roubion;peripherie;2023;Appartement;;4
Nice;06110;Roubion;peripherie;2023;Maison;;5
Nice;06110;Roubion;peripherie;2024;Appartement;;2
Nice;06110;Roubion;peripherie;2024;Maison;;3
Nice;06110;Roubion;peripherie;2025;Appartement;;3
Nice;06110;Roubion;peripherie;2025;Maison;;7
Nice;06111;Roure;peripherie;2021;Maison;;4
Nice;06111;Roure;peripherie;2023;Appartement;;1
Nice;06111;Roure;peripherie;2023;Maison;;3
Nice;06111;Roure;peripherie;2024;Maison;;4
Nice;06111;Roure;peripherie;2025;Maison;;4
Nice;06114;Saint-André-de-la-Roche;peripherie;2021;Appartement;3727.0;63
Nice;06114;Saint-André-de-la-Roche;peripherie;2021;Maison;;10
Nice;06114;Saint-André-de-la-Roche;peripherie;2022;Appartement;3765.0;51
Nice;06114;Saint-André-de-la-Roche;peripherie;2022;Maison;;5
Nice;06114;Saint-André-de-la-Roche;peripherie;2023;Appartement;4026.0;45
Nice;06114;Saint-André-de-la-Roche;peripherie;2023;Maison;;9
Nice;06114;Saint-André-de-la-Roche;peripherie;2024;Appartement;3625.0;37
Nice;06114;Saint-André-de-la-Roche;peripherie;2024;Maison;;8
Nice;06114;Saint-André-de-la-Roche;peripherie;2025;Appartement;4013.0;35
Nice;06114;Saint-André-de-la-Roche;peripherie;2025;Maison;;6
Nice;06117;Saint-Blaise;peripherie;2021;Appartement;;1
Nice;06117;Saint-Blaise;peripherie;2021;Maison;;6
Nice;06117;Saint-Blaise;peripherie;2022;Appartement;;3
Nice;06117;Saint-Blaise;peripherie;2022;Maison;;2
Nice;06117;Saint-Blaise;peripherie;2023;Appartement;;2
Nice;06117;Saint-Blaise;peripherie;2023;Maison;;4
Nice;06117;Saint-Blaise;peripherie;2024;Appartement;;4
Nice;06117;Saint-Blaise;peripherie;2024;Maison;;6
Nice;06117;Saint-Blaise;peripherie;2025;Appartement;;3
Nice;06117;Saint-Blaise;peripherie;2025;Maison;;6
Nice;06119;Saint-Dalmas-le-Selvage;peripherie;2021;Maison;;5
Nice;06119;Saint-Dalmas-le-Selvage;peripherie;2022;Appartement;;2
Nice;06119;Saint-Dalmas-le-Selvage;peripherie;2023;Appartement;;1
Nice;06119;Saint-Dalmas-le-Selvage;peripherie;2024;Maison;;1
Nice;06119;Saint-Dalmas-le-Selvage;peripherie;2025;Maison;;2
Nice;06120;Saint-Étienne-de-Tinée;peripherie;2021;Appartement;4412.0;121
Nice;06120;Saint-Étienne-de-Tinée;peripherie;2021;Maison;;12
Nice;06120;Saint-Étienne-de-Tinée;peripherie;2022;Appartement;5084.0;104
Nice;06120;Saint-Étienne-de-Tinée;peripherie;2022;Maison;;12
Nice;06120;Saint-Étienne-de-Tinée;peripherie;2023;Appartement;5401.0;108
Nice;06120;Saint-Étienne-de-Tinée;peripherie;2023;Maison;;7
Nice;06120;Saint-Étienne-de-Tinée;peripherie;2024;Appartement;5784.0;103
Nice;06120;Saint-Étienne-de-Tinée;peripherie;2024;Maison;;5
Nice;06120;Saint-Étienne-de-Tinée;peripherie;2025;Appartement;5844.0;100
Nice;06120;Saint-Étienne-de-Tinée;peripherie;2025;Maison;;11
Nice;06121;Saint-Jean-Cap-Ferrat;peripherie;2021;Appartement;10260.0;42
Nice;06121;Saint-Jean-Cap-Ferrat;peripherie;2021;Maison;;9
Nice;06121;Saint-Jean-Cap-Ferrat;peripherie;2022;Appartement;12036.0;39
Nice;06121;Saint-Jean-Cap-Ferrat;peripherie;2022;Maison;;14
Nice;06121;Saint-Jean-Cap-Ferrat;peripherie;2023;Appartement;11972.0;39
Nice;06121;Saint-Jean-Cap-Ferrat;peripherie;2023;Maison;;9
Nice;06121;Saint-Jean-Cap-Ferrat;peripherie;2024;Appartement;;25
Nice;06121;Saint-Jean-Cap-Ferrat;peripherie;2024;Maison;;6
Nice;06121;Saint-Jean-Cap-Ferrat;peripherie;2025;Appartement;;26
Nice;06121;Saint-Jean-Cap-Ferrat;peripherie;2025;Maison;;6
Nice;06122;Saint-Jeannet;peripherie;2021;Appartement;;10
Nice;06122;Saint-Jeannet;peripherie;2021;Maison;;17
Nice;06122;Saint-Jeannet;peripherie;2022;Appartement;;11
Nice;06122;Saint-Jeannet;peripherie;2022;Maison;;24
Nice;06122;Saint-Jeannet;peripherie;2023;Appartement;;9
Nice;06122;Saint-Jeannet;peripherie;2023;Maison;;16
Nice;06122;Saint-Jeannet;peripherie;2024;Appartement;;8
Nice;06122;Saint-Jeannet;peripherie;2024;Maison;;13
Nice;06122;Saint-Jeannet;peripherie;2025;Appartement;;13
Nice;06122;Saint-Jeannet;peripherie;2025;Maison;;19
Nice;06123;Saint-Laurent-du-Var;peripherie;2021;Appartement;4332.0;624
Nice;06123;Saint-Laurent-du-Var;peripherie;2021;Maison;4618.0;41
Nice;06123;Saint-Laurent-du-Var;peripherie;2022;Appartement;4453.0;663
Nice;06123;Saint-Laurent-du-Var;peripherie;2022;Maison;5664.0;44
Nice;06123;Saint-Laurent-du-Var;peripherie;2023;Appartement;4574.0;504
Nice;06123;Saint-Laurent-du-Var;peripherie;2023;Maison;5341.0;52
Nice;06123;Saint-Laurent-du-Var;peripherie;2024;Appartement;4648.0;426
Nice;06123;Saint-Laurent-du-Var;peripherie;2024;Maison;5370.0;37
Nice;06123;Saint-Laurent-du-Var;peripherie;2025;Appartement;4773.0;491
Nice;06123;Saint-Laurent-du-Var;peripherie;2025;Maison;5045.0;41
Nice;06126;Saint-Martin-du-Var;peripherie;2021;Appartement;;20
Nice;06126;Saint-Martin-du-Var;peripherie;2021;Maison;;12
Nice;06126;Saint-Martin-du-Var;peripherie;2022;Appartement;;13
Nice;06126;Saint-Martin-du-Var;peripherie;2022;Maison;;4
Nice;06126;Saint-Martin-du-Var;peripherie;2023;Appartement;;19
Nice;06126;Saint-Martin-du-Var;peripherie;2023;Maison;;9
Nice;06126;Saint-Martin-du-Var;peripherie;2024;Appartement;;15
Nice;06126;Saint-Martin-du-Var;peripherie;2024;Maison;;7
Nice;06126;Saint-Martin-du-Var;peripherie;2025;Appartement;;10
Nice;06126;Saint-Martin-du-Var;peripherie;2025;Maison;;6
Nice;06127;Saint-Martin-Vésubie;peripherie;2021;Appartement;2316.0;35
Nice;06127;Saint-Martin-Vésubie;peripherie;2021;Maison;;19
Nice;06127;Saint-Martin-Vésubie;peripherie;2022;Appartement;2593.0;78
Nice;06127;Saint-Martin-Vésubie;peripherie;2022;Maison;;20
Nice;06127;Saint-Martin-Vésubie;peripherie;2023;Appartement;2310.0;42
Nice;06127;Saint-Martin-Vésubie;peripherie;2023;Maison;;20
Nice;06127;Saint-Martin-Vésubie;peripherie;2024;Appartement;;20
Nice;06127;Saint-Martin-Vésubie;peripherie;2024;Maison;;8
Nice;06127;Saint-Martin-Vésubie;peripherie;2025;Appartement;;21
Nice;06127;Saint-Martin-Vésubie;peripherie;2025;Maison;;10
Nice;06129;Saint-Sauveur-sur-Tinée;peripherie;2021;Appartement;;7
Nice;06129;Saint-Sauveur-sur-Tinée;peripherie;2021;Maison;;1
Nice;06129;Saint-Sauveur-sur-Tinée;peripherie;2022;Appartement;;7
Nice;06129;Saint-Sauveur-sur-Tinée;peripherie;2022;Maison;;2
Nice;06129;Saint-Sauveur-sur-Tinée;peripherie;2023;Appartement;;8
Nice;06129;Saint-Sauveur-sur-Tinée;peripherie;2024;Appartement;;9
Nice;06129;Saint-Sauveur-sur-Tinée;peripherie;2024;Maison;;1
Nice;06129;Saint-Sauveur-sur-Tinée;peripherie;2025;Appartement;;6
Nice;06129;Saint-Sauveur-sur-Tinée;peripherie;2025;Maison;;1
Nice;06144;La Tour;peripherie;2021;Appartement;;3
Nice;06144;La Tour;peripherie;2021;Maison;;3
Nice;06144;La Tour;peripherie;2022;Appartement;;2
Nice;06144;La Tour;peripherie;2022;Maison;;1
Nice;06144;La Tour;peripherie;2023;Appartement;;2
Nice;06144;La Tour;peripherie;2023;Maison;;4
Nice;06144;La Tour;peripherie;2024;Appartement;;5
Nice;06144;La Tour;peripherie;2024;Maison;;2
Nice;06144;La Tour;peripherie;2025;Maison;;2
Nice;06146;Tournefort;peripherie;2022;Maison;;2
Nice;06146;Tournefort;peripherie;2023;Maison;;1
Nice;06146;Tournefort;peripherie;2024;Maison;;1
Nice;06146;Tournefort;peripherie;2025;Maison;;2
Nice;06147;Tourrette-Levens;peripherie;2021;Appartement;;8
Nice;06147;Tourrette-Levens;peripherie;2021;Maison;;25
Nice;06147;Tourrette-Levens;peripherie;2022;Appartement;;10
Nice;06147;Tourrette-Levens;peripherie;2022;Maison;;22
Nice;06147;Tourrette-Levens;peripherie;2023;Appartement;;10
Nice;06147;Tourrette-Levens;peripherie;2023;Maison;;20
Nice;06147;Tourrette-Levens;peripherie;2024;Appartement;;8
Nice;06147;Tourrette-Levens;peripherie;2024;Maison;;18
Nice;06147;Tourrette-Levens;peripherie;2025;Appartement;;13
Nice;06147;Tourrette-Levens;peripherie;2025;Maison;;20
Nice;06149;La Trinité;peripherie;2021;Appartement;3013.0;73
Nice;06149;La Trinité;peripherie;2021;Maison;3771.0;42
Nice;06149;La Trinité;peripherie;2022;Appartement;3255.0;69
Nice;06149;La Trinité;peripherie;2022;Maison;3647.0;37
Nice;06149;La Trinité;peripherie;2023;Appartement;3179.0;71
Nice;06149;La Trinité;peripherie;2023;Maison;;20
Nice;06149;La Trinité;peripherie;2024;Appartement;3125.0;67
Nice;06149;La Trinité;peripherie;2024;Maison;;19
Nice;06149;La Trinité;peripherie;2025;Appartement;3236.0;61
Nice;06149;La Trinité;peripherie;2025;Maison;;25
Nice;06151;Utelle;peripherie;2021;Appartement;;4
Nice;06151;Utelle;peripherie;2021;Maison;;10
Nice;06151;Utelle;peripherie;2022;Appartement;;6
Nice;06151;Utelle;peripherie;2022;Maison;;11
Nice;06151;Utelle;peripherie;2023;Appartement;;5
Nice;06151;Utelle;peripherie;2023;Maison;;7
Nice;06151;Utelle;peripherie;2024;Appartement;;6
Nice;06151;Utelle;peripherie;2024;Maison;;1
Nice;06151;Utelle;peripherie;2025;Appartement;;7
Nice;06151;Utelle;peripherie;2025;Maison;;9
Nice;06153;Valdeblore;peripherie;2021;Appartement;;22
Nice;06153;Valdeblore;peripherie;2021;Maison;;7
Nice;06153;Valdeblore;peripherie;2022;Appartement;1905.0;31
Nice;06153;Valdeblore;peripherie;2022;Maison;;17
Nice;06153;Valdeblore;peripherie;2023;Appartement;;23
Nice;06153;Valdeblore;peripherie;2023;Maison;;11
Nice;06153;Valdeblore;peripherie;2024;Appartement;;14
Nice;06153;Valdeblore;peripherie;2024;Maison;;10
Nice;06153;Valdeblore;peripherie;2025;Appartement;;19
Nice;06153;Valdeblore;peripherie;2025;Maison;;11
Nice;06156;Venanson;peripherie;2021;Appartement;;2
Nice;06156;Venanson;peripherie;2021;Maison;;2
Nice;06156;Venanson;peripherie;2022;Appartement;;1
Nice;06156;Venanson;peripherie;2022;Maison;;3
Nice;06156;Venanson;peripherie;2023;Appartement;;1
Nice;06156;Venanson;peripherie;2024;Appartement;;1
Nice;06156;Venanson;peripherie;2025;Appartement;;4
Nice;06156;Venanson;peripherie;2025;Maison;;2
Nice;06157;Vence;peripherie;2021;Appartement;3779.0;272
Nice;06157;Vence;peripherie;2021;Maison;4662.0;90
Nice;06157;Vence;peripherie;2022;Appartement;4033.0;294
Nice;06157;Vence;peripherie;2022;Maison;5000.0;75
Nice;06157;Vence;peripherie;2023;Appartement;3993.0;238
Nice;06157;Vence;peripherie;2023;Maison;5215.0;64
Nice;06157;Vence;peripherie;2024;Appartement;4000.0;234
Nice;06157;Vence;peripherie;2024;Maison;5610.0;55
Nice;06157;Vence;peripherie;2025;Appartement;4154.0;245
Nice;06157;Vence;peripherie;2025;Maison;5425.0;64
Nice;06159;Villefranche-sur-Mer;peripherie;2021;Appartement;6560.0;160
Nice;06159;Villefranche-sur-Mer;peripherie;2021;Maison;;28
Nice;06159;Villefranche-sur-Mer;peripherie;2022;Appartement;7391.0;209
Nice;06159;Villefranche-sur-Mer;peripherie;2022;Maison;;26
Nice;06159;Villefranche-sur-Mer;peripherie;2023;Appartement;7763.0;134
Nice;06159;Villefranche-sur-Mer;peripherie;2023;Maison;;26
Nice;06159;Villefranche-sur-Mer;peripherie;2024;Appartement;8333.0;127
Nice;06159;Villefranche-sur-Mer;peripherie;2024;Maison;;20
Nice;06159;Villefranche-sur-Mer;peripherie;2025;Appartement;8680.0;141
Nice;06159;Villefranche-sur-Mer;peripherie;2025;Maison;;20
Paris;75056;Paris;centre;2021;Appartement;10882.0;31188
Paris;75056;Paris;centre;2021;Maison;15672.0;180
Paris;75056;Paris;centre;2022;Appartement;10750.0;33911
Paris;75056;Paris;centre;2022;Maison;15153.0;158
Paris;75056;Paris;centre;2023;Appartement;10192.0;27473
Paris;75056;Paris;centre;2023;Maison;14326.0;137
Paris;75056;Paris;centre;2024;Appartement;9610.0;25030
Paris;75056;Paris;centre;2024;Maison;12502.0;104
Paris;75056;Paris;centre;2025;Appartement;9729.0;28943
Paris;75056;Paris;centre;2025;Maison;12619.0;153
Paris;91027;Athis-Mons;peripherie;2021;Appartement;3321.0;276
Paris;91027;Athis-Mons;peripherie;2021;Maison;4226.0;136
Paris;91027;Athis-Mons;peripherie;2022;Appartement;3403.0;235
Paris;91027;Athis-Mons;peripherie;2022;Maison;4366.0;134
Paris;91027;Athis-Mons;peripherie;2023;Appartement;3479.0;178
Paris;91027;Athis-Mons;peripherie;2023;Maison;4027.0;94
Paris;91027;Athis-Mons;peripherie;2024;Appartement;3157.0;154
Paris;91027;Athis-Mons;peripherie;2024;Maison;4008.0;98
Paris;91027;Athis-Mons;peripherie;2025;Appartement;3308.0;185
Paris;91027;Athis-Mons;peripherie;2025;Maison;4089.0;108
Paris;91326;Juvisy-sur-Orge;peripherie;2021;Appartement;3566.0;222
Paris;91326;Juvisy-sur-Orge;peripherie;2021;Maison;4099.0;78
Paris;91326;Juvisy-sur-Orge;peripherie;2022;Appartement;3679.0;240
Paris;91326;Juvisy-sur-Orge;peripherie;2022;Maison;4040.0;78
Paris;91326;Juvisy-sur-Orge;peripherie;2023;Appartement;3533.0;176
Paris;91326;Juvisy-sur-Orge;peripherie;2023;Maison;3875.0;47
Paris;91326;Juvisy-sur-Orge;peripherie;2024;Appartement;3542.0;171
Paris;91326;Juvisy-sur-Orge;peripherie;2024;Maison;4100.0;44
Paris;91326;Juvisy-sur-Orge;peripherie;2025;Appartement;3494.0;143
Paris;91326;Juvisy-sur-Orge;peripherie;2025;Maison;3628.0;52
Paris;91432;Morangis;peripherie;2021;Appartement;3581.0;61
Paris;91432;Morangis;peripherie;2021;Maison;4094.0;133
Paris;91432;Morangis;peripherie;2022;Appartement;3612.0;67
Paris;91432;Morangis;peripherie;2022;Maison;4042.0;107
Paris;91432;Morangis;peripherie;2023;Appartement;3818.0;51
Paris;91432;Morangis;peripherie;2023;Maison;4065.0;97
Paris;91432;Morangis;peripherie;2024;Appartement;3264.0;41
Paris;91432;Morangis;peripherie;2024;Maison;3763.0;77
Paris;91432;Morangis;peripherie;2025;Appartement;3543.0;60
Paris;91432;Morangis;peripherie;2025;Maison;3879.0;86
Paris;91479;Paray-Vieille-Poste;peripherie;2021;Appartement;;17
Paris;91479;Paray-Vieille-Poste;peripherie;2021;Maison;4223.0;68
Paris;91479;Paray-Vieille-Poste;peripherie;2022;Appartement;;22
Paris;91479;Paray-Vieille-Poste;peripherie;2022;Maison;4843.0;59
Paris;91479;Paray-Vieille-Poste;peripherie;2023;Appartement;;19
Paris;91479;Paray-Vieille-Poste;peripherie;2023;Maison;4084.0;52
Paris;91479;Paray-Vieille-Poste;peripherie;2024;Appartement;;15
Paris;91479;Paray-Vieille-Poste;peripherie;2024;Maison;3883.0;54
Paris;91479;Paray-Vieille-Poste;peripherie;2025;Appartement;;14
Paris;91479;Paray-Vieille-Poste;peripherie;2025;Maison;3854.0;43
Paris;91589;Savigny-sur-Orge;peripherie;2021;Appartement;2782.0;262
Paris;91589;Savigny-sur-Orge;peripherie;2021;Maison;4113.0;356
Paris;91589;Savigny-sur-Orge;peripherie;2022;Appartement;3165.0;258
Paris;91589;Savigny-sur-Orge;peripherie;2022;Maison;4306.0;290
Paris;91589;Savigny-sur-Orge;peripherie;2023;Appartement;2976.0;189
Paris;91589;Savigny-sur-Orge;peripherie;2023;Maison;4000.0;237
Paris;91589;Savigny-sur-Orge;peripherie;2024;Appartement;2999.0;166
Paris;91589;Savigny-sur-Orge;peripherie;2024;Maison;3842.0;226
Paris;91589;Savigny-sur-Orge;peripherie;2025;Appartement;2969.0;194
Paris;91589;Savigny-sur-Orge;peripherie;2025;Maison;3852.0;222
